px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
7.443	-6.69616	-2.41366	-2.71623	-0.465746	7.46332	-6.54842	7.45	-6.55	1.81821	1.81821	0.00125108
7.54647	-6.63287	-2.33661	-2.72582	-0.444324	7.54452	-6.5069	7.55	-6.5	1.81726	0.908632	0.0117008
7.67061	-6.55578	-2.37509	-2.73655	-0.431536	7.65373	-6.46481	7.65	-6.45	1.81726	0.908632	0.000403754
7.81988	-6.50244	-2.50037	-2.77187	-0.449147	7.8635	-6.45394	7.8	-6.4	2.72951	0.909839	0.014449
7.95462	-6.429	-2.53632	-2.78297	-0.436505	7.94162	-6.34466	7.95	-6.35	2.72948	0.909826	0.00035296
8.00544	-6.36655	-2.2318	-2.7607	-0.378043	7.89525	-6.11857	8.05	-6.25	2.00047	2.00048	0.118339
8.12461	-6.28297	-2.3006	-2.75642	-0.356356	8.12355	-6.14389	8.15	-6.15	2.00048	2.00048	0.00099515
8.2379	-6.22313	-2.26644	-2.76316	-0.340967	8.31423	-6.05705	8.3	-6.05	2.72702	1.81801	0.00426603
8.38954	-6.12302	-2.38342	-2.75362	-0.313834	8.45315	-5.97158	8.45	-5.95	2.727	1.818	0.00165126
8.48324	-6.06501	-2.29125	-2.75026	-0.290085	8.53167	-5.90349	8.55	-5.9	2.00127	1.00064	0.0149115
8.61258	-5.97474	-2.37824	-2.73886	-0.265853	8.64207	-5.83392	8.65	-5.85	2.00128	1.00064	0.00117322
8.74402	-5.92119	-2.46662	-2.75506	-0.271298	8.88764	-5.82241	8.8	-5.75	2.99963	1.99976	0.00512866
8.89035	-5.81588	-2.5815	-2.73606	-0.240767	8.94256	-5.64534	8.95	-5.65	2.99961	1.99974	0.00186085
8.97829	-5.74792	-2.38001	-2.71468	-0.196427	9.21669	-5.64514	9.05	-5.55	1.99699	1.997	0.0632345
9.11582	-5.63578	-2.49481	-2.68926	-0.163766	9.15342	-5.45253	9.15	-5.45	1.997	1.99701	0.00201174
9.20036	-5.55366	-2.30167	-2.66161	-0.118569	9.16723	-5.29709	9.25	-5.35	1.8166	1.81659	0.0600551
9.33699	-5.4284	-2.41448	-2.63036	-0.0841902	9.34852	-5.23619	9.35	-5.25	1.8166	1.81659	0.00211082
9.42211	-5.34324	-2.27073	-2.60317	-0.0457102	9.39027	-5.1041	9.45	-5.15	1.8222	1.82219	0.0382239
9.54713	-5.2188	-2.36908	-2.57178	-0.0152839	9.54207	-5.04728	9.55	-5.05	1.82219	1.82219	0.00166398
9.65931	-5.1488	-2.43968	-2.57701	-0.0233552	9.62802	-5.02338	9.65	-5	1.99604	0.998028	0.00521786
9.76898	-5.04788	-2.49232	-2.55809	-0.00555537	9.75	-4.94288	9.75	-4.95	1.99605	0.998028	0.000598411
9.84925	-4.96035	-2.32509	-2.5269	0.0345083	9.88102	-4.86216	9.85	-4.85	1.81895	1.81894	0.0432278
9.95977	-4.85382	-2.37603	-2.50719	0.050303	9.94502	-4.76247	9.95	-4.75	1.81894	1.81894	0.000472018
10.0308	-4.76259	-2.21348	-2.47064	0.0926582	10.0747	-4.62454	10.05	-4.6	1.81966	2.72951	0.0455789
10.1435	-4.62202	-2.32648	-2.43269	0.121944	10.1384	-4.4533	10.15	-4.45	1.81965	2.72948	0.00171809
10.2306	-4.52449	-2.30085	-2.41069	0.138668	10.1743	-4.32841	10.25	-4.35	1.81908	1.81907	0.00522801
10.3407	-4.38763	-2.39933	-2.37863	0.160521	10.3492	-4.25956	10.35	-4.25	1.81908	1.81907	0.00106131
10.4253	-4.29187	-2.38415	-2.35771	0.176102	10.56	-4.15868	10.45	-4.1	2.00061	3.0009	0.00368073
10.5329	-4.1355	-2.52739	-2.31755	0.204259	10.5557	-3.96034	10.55	-3.95	2.0006	3.0009	0.00203227
10.649	-4.03544	-2.65171	-2.32713	0.177633	10.7738	-3.89129	10.65	-3.85	1.99963	1.99964	0.0197899
10.7503	-3.88466	-2.75355	-2.29418	0.199074	10.7394	-3.74821	10.75	-3.75	1.99962	1.99962	0.00114411
10.7719	-3.75738	-2.49691	-2.20941	0.294032	10.7674	-3.58281	10.8	-3.6	0.999844	2.99952	0.164376
10.8598	-3.59179	-2.62766	-2.16855	0.317569	10.8596	-3.4348	10.85	-3.45	0.999834	2.99949	0.00158271
10.9681	-3.48458	-2.75704	-2.18839	0.269259	10.9601	-3.36033	10.95	-3.35	2.00065	2.00064	0.0458225
11.0536	-3.33608	-2.83092	-2.16161	0.281216	11.0504	-3.25128	11.05	-3.25	2.00064	2.00064	0.000466859
11.0819	-3.2021	-2.68015	-2.09354	0.350882	11.0282	-3.07488	11.1	-3.1	0.998546	2.99563	0.0807689
11.1559	-3.04231	-2.77251	-2.06163	0.363908	11.1569	-2.944	11.15	-2.95	0.998526	2.9956	0.000652363
11.1528	-2.88305	-2.58842	-1.95746	0.475515	11.1386	-2.78926	11.15	-2.8	0	2.73104	0.193874
11.1982	-2.72205	-2.63944	-1.91819	0.486915	11.141	-2.65084	11.15	-2.65	0	2.73102	0.000416319
11.2055	-2.5673	-2.59131	-1.84353	0.550241	11.1042	-2.54354	11.15	-2.55	0	1.81785	0.056553
11.2252	-2.44283	-2.54762	-1.80958	0.553077	11.1497	-2.45904	11.15	-2.45	0	1.81785	0.000265785
11.3076	-2.34715	-2.5667	-1.85766	0.44801	11.1658	-2.25651	11.25	-2.25	1.99733	3.99465	0.159771
11.3514	-2.16776	-2.69597	-1.82558	0.456318	11.3591	-2.05184	11.35	-2.05	1.99733	3.99465	0.000997041
11.3633	-2.01351	-2.68053	-1.77238	0.493119	11.3117	-1.92025	11.35	-1.95	0	1.81854	0.0176299
11.3843	-1.86933	-2.67467	-1.742	0.495837	11.3504	-1.8663	11.35	-1.85	0	1.81853	4.38233e-05
11.3983	-1.7202	-2.67427	-1.70318	0.511623	11.4185	-1.70062	11.35	-1.7	0	2.72762	0.00331237
11.4072	-1.56164	-2.69776	-1.66847	0.517192	11.3568	-1.53205	11.35	-1.55	0	2.72762	0.000148583
11.3496	-1.39657	-2.70326	-1.56089	0.623266	11.2541	-1.38373	11.3	-1.4	-0.908846	2.72653	0.146542
11.329	-1.24818	-2.69633	-1.51762	0.630773	11.2429	-1.24238	11.25	-1.25	-0.908846	2.72653	0.000283672
11.2349	-1.05989	-2.84814	-1.38951	0.756815	11.0754	-1.08747	11.15	-1.1	-1.82014	2.73021	0.218486
11.1791	-0.915296	-2.82468	-1.33479	0.767924	11.0544	-0.927069	11.05	-0.949999	-1.82013	2.73021	0.000614933
11.107	-0.758818	-2.9312	-1.26165	0.813949	10.9247	-0.791254	11	-0.799999	-1.00036	3.00107	0.0360817
11.041	-0.627393	-2.91608	-1.21046	0.822871	10.9434	-0.640459	10.95	-0.65	-1.00035	3.00104	0.000377144
10.9199	-0.450838	-3.18103	-1.11015	0.904077	10.7146	-0.485949	10.85	-0.5	-2.00003	3.00006	0.134816
10.8305	-0.326415	-3.14891	-1.05447	0.913451	10.7471	-0.362528	10.75	-0.35	-2.00002	3.00003	0.000353386
10.7342	-0.184434	-3.15498	-0.997331	0.922282	10.6895	-0.304531	10.65	-0.3	-1.81779	0.908892	0.00125025
10.6231	-0.110795	-3.01217	-0.924457	0.944561	10.547	-0.266677	10.55	-0.25	-1.81778	0.908893	0.00187073
10.4714	0.0350348	-3.33779	-0.838727	1.00252	10.5032	-0.154501	10.4	-0.15	-3.00061	2.00041	0.132044
10.3408	0.0961388	-3.22936	-0.763123	1.02756	10.2485	-0.0475524	10.25	-0.0499992	-3.0006	2.00041	0.00164049
10.2462	0.16536	-3.0099	-0.715677	1.0155	10.1407	-0.0721585	10.15	-0.0499992	-1.99645	0	0.0316483
10.1169	0.172331	-2.86015	-0.626363	1.05389	10.0313	-0.0518611	10.05	-0.0499992	-1.99644	0	0.00334169
9.97724	0.251289	-2.93313	-0.558893	1.06779	10.0898	-0.00166396	9.9	9.49949e-07	-2.73175	0.910584	0.010645
9.82668	0.25407	-2.82515	-0.461155	1.1063	9.74695	0.0464954	9.75	0.0500011	-2.73174	0.910584	0.00276103
9.66475	0.313359	-3.00561	-0.39276	1.12337	9.50401	0.0833188	9.6	0.100001	-2.99544	0.998471	0.038047
9.51572	0.310681	-2.94659	-0.305407	1.15378	9.45825	0.149456	9.45	0.15	-2.99545	0.998471	0.00155369
9.40881	0.30842	-2.54355	-0.230027	1.15837	9.22819	0.16178	9.35	0.15	-1.81963	0	0.135271
9.26916	0.286797	-2.50215	-0.13804	1.18604	9.24456	0.139817	9.25	0.15	-1.81962	0	0.00117658
9.11534	0.307616	-2.7004	-0.0795711	1.18675	9.0729	0.205961	9.1	0.2	-3.00059	1.0002	0.0371504
8.97817	0.299496	-2.69585	-0.010629	1.1959	8.96281	0.250937	8.95	0.25	-3.0006	1.0002	0.000127302
8.83202	0.298607	-2.78017	0.0480587	1.19519	8.84168	0.257617	8.8	0.25	-2.99995	0	0.00692349
8.68771	0.278024	-2.78735	0.11502	1.20171	8.65606	0.24536	8.65	0.25	-2.99994	0	9.09725e-05
8.54056	0.258528	-2.82718	0.174787	1.2009	8.43549	0.247188	8.5	0.25	-2.99323	0	0.002505
8.39273	0.234331	-2.84288	0.232637	1.19806	8.34184	0.250769	8.35	0.25	-2.9932	0	0.000109813
8.25089	0.195919	-2.78957	0.298589	1.19873	8.27073	0.243988	8.2	0.25	-2.73233	0	0.00269765
8.09656	0.172873	-2.79747	0.346334	1.18102	8.03847	0.260731	8.05	0.25	-2.73234	0	0.000507284
7.95287	0.134463	-2.89465	0.391156	1.16619	7.98053	0.204587	7.9	0.2	-3.00234	-1.00078	0.0113146
7.80811	0.0920829	-2.90643	0.43745	1.15427	7.73327	0.149199	7.75	0.15	-3.00231	-1.00077	0.000362246
7.64104	0.0482067	-3.10589	0.466389	1.12257	7.46173	0.143776	7.6	0.15	-2.99599	0	0.0512191
7.49925	0.0164877	-3.07871	0.494685	1.09611	7.45455	0.149294	7.45	0.15	-2.99596	0	0.000969061
7.39967	-0.0616406	-2.77771	0.574734	1.12264	7.37986	0.0951006	7.35	0.100001	-1.81801	-0.908998	0.0921363
7.27711	-0.0972404	-2.71809	0.605136	1.09341	7.26713	0.055036	7.25	0.0500011	-1.81801	-0.908998	0.00124932
7.12827	-0.157181	-2.91	0.62663	1.04962	7.32548	-0.0461763	7.1	-0.0499995	-2.72495	-1.81664	0.0662976
6.99279	-0.22513	-2.88645	0.664778	1.03111	6.93127	-0.133333	6.95	-0.15	-2.72492	-1.81662	0.000567466
6.94835	-0.336047	-2.48999	0.774929	1.09827	7.09668	-0.264116	6.9	-0.25	-0.910634	-1.82126	0.200331
6.85536	-0.41122	-2.45396	0.822574	1.08658	6.84796	-0.34284	6.85	-0.35	-0.910622	-1.82124	0.000255013
6.69027	-0.469412	-2.87251	0.791374	0.980834	6.64638	-0.45061	6.7	-0.45	-2.99641	-1.99759	0.323248
6.58584	-0.565967	-2.86777	0.834188	0.974961	6.54772	-0.536719	6.55	-0.549999	-2.99637	-1.99757	9.18081e-05
6.5255	-0.709856	-2.68845	0.937509	1.03733	6.50462	-0.718	6.5	-0.7	-0.909955	-2.72986	0.0799132
6.44334	-0.83613	-2.69545	0.99735	1.03996	6.45451	-0.851695	6.45	-0.85	-0.909955	-2.72986	1.63094e-05
6.39979	-0.977912	-2.63122	1.08906	1.09004	6.42547	-0.999512	6.4	-1	-0.999224	-2.99766	0.0370827
6.3423	-1.11223	-2.66447	1.15042	1.09622	6.3554	-1.1624	6.35	-1.15	-0.99921	-2.99763	0.000134548
6.27555	-1.25257	-2.69398	1.20503	1.08856	6.14523	-1.27904	6.3	-1.3	-0.908722	-2.72618	0.00254438
6.22533	-1.40782	-2.73066	1.26948	1.09248	6.2299	-1.45381	6.25	-1.45	-0.908718	-2.72616	0.000113734
6.24775	-1.64709	-2.86998	1.43834	1.2365	6.37158	-1.60661	6.3	-1.6	0.910485	-2.73144	0.26402
6.25282	-1.78685	-2.81322	1.51243	1.24275	6.34473	-1.75136	6.35	-1.75	0.910481	-2.73144	0.000438625
6.25655	-1.92311	-2.80268	1.57933	1.24888	6.34	-1.88987	6.35	-1.9	0	-2.99515	0.000859722
6.27873	-2.05465	-2.77273	1.64974	1.25659	6.35828	-2.03886	6.35	-2.05	0	-2.99515	0.000272493
6.2936	-2.17928	-2.65607	1.70811	1.23889	6.45002	-2.23466	6.35	-2.2	0	-2.72856	0.0153884
6.32152	-2.32646	-2.66352	1.77803	1.24027	6.34057	-2.34076	6.35	-2.35	0	-2.72854	2.19562e-05
6.37056	-2.4997	-2.80079	1.85863	1.25742	6.4979	-2.56206	6.4	-2.5	0.908227	-2.7247	0.0180874
6.42473	-2.64598	-2.80126	1.93108	1.26031	6.45265	-2.65056	6.45	-2.65	0.908223	-2.72467	3.09527e-05
6.44358	-2.70646	-2.32345	1.97438	1.21643	6.46538	-2.81029	6.45	-2.8	0	-2.72732	0.203933
6.4876	-2.84935	-2.37854	2.03005	1.204	6.45762	-2.94003	6.45	-2.95	0	-2.7273	0.000453563
6.54731	-3.0077	-2.56455	2.08732	1.19898	6.36717	-3.08903	6.5	-3.15	0.909078	-3.6363	0.0212676
6.60246	-3.17577	-2.64841	2.1291	1.17351	6.54349	-3.33906	6.55	-3.35	0.90907	-3.63626	0.00147294
6.66498	-3.30433	-2.5739	2.17887	1.15542	6.6454	-3.53435	6.6	-3.5	0.910038	-2.7301	0.0106797
6.72643	-3.47501	-2.66011	2.20928	1.12167	6.65608	-3.67065	6.65	-3.65	0.910033	-2.7301	0.0021193
6.78891	-3.59076	-2.51815	2.25335	1.10062	6.70981	-3.81998	6.7	-3.8	0.908095	-2.7243	0.0258964
6.84784	-3.75661	-2.59106	2.27186	1.05939	6.74422	-3.95901	6.75	-3.95	0.908091	-2.72428	0.00256775
6.90355	-3.8573	-2.38956	2.31014	1.037	6.72525	-4.05329	6.8	-4.1	0.910949	-2.73284	0.0458203
6.95735	-4.02197	-2.45922	2.31582	0.987997	6.83817	-4.25449	6.85	-4.25	0.910945	-2.73284	0.00340911
7.00036	-4.10051	-2.20087	2.34678	0.967172	6.86491	-4.32753	6.9	-4.35	0.999834	-1.99968	0.0707045
7.04821	-4.23911	-2.25461	2.34929	0.924062	6.94879	-4.45387	6.95	-4.45	0.999829	-1.99966	0.00272186
7.14911	-4.37477	-2.59449	2.37774	0.910614	6.99339	-4.57763	7.05	-4.6	1.99653	-2.99479	0.101013
7.21788	-4.52874	-2.65079	2.37611	0.866356	7.14339	-4.76622	7.15	-4.75	1.99653	-2.99479	0.00297228
7.27905	-4.61375	-2.44493	2.40322	0.849562	7.11889	-4.79341	7.2	-4.85	1.00098	-2.00196	0.0441349
7.34261	-4.75061	-2.48286	2.40199	0.809153	7.25883	-4.94719	7.25	-4.95	1.00097	-2.00194	0.00223741
7.42355	-4.85267	-2.41122	2.42925	0.792827	7.28536	-5.09276	7.3	-5.1	0.90969	-2.72906	0.00616581
7.48028	-5.01047	-2.44451	2.41144	0.736872	7.33925	-5.24908	7.35	-5.25	0.909677	-2.72904	0.0038975
7.60007	-5.14746	-2.84657	2.43046	0.723139	7.33914	-5.30864	7.45	-5.4	1.99976	-2.99964	0.152704
7.66756	-5.31274	-2.88098	2.40656	0.66829	7.5499	-5.55354	7.55	-5.55	1.99976	-2.99964	0.00370341
7.72781	-5.39802	-2.57681	2.42189	0.649796	7.59167	-5.64447	7.6	-5.65	1.00038	-2.00076	0.0928869
7.78111	-5.54416	-2.5935	2.39984	0.600237	7.64483	-5.73357	7.65	-5.75	1.00037	-2.00074	0.00288813
7.89025	-5.66961	-2.75771	2.41786	0.587523	7.6402	-5.81769	7.75	-5.9	1.81659	-2.7249	0.0264807
7.96116	-5.83956	-2.78377	2.39201	0.534632	7.84396	-6.051	7.85	-6.05	1.81659	-2.7249	0.00321611
8.02019	-5.92298	-2.41693	2.40547	0.51821	7.91394	-6.15143	7.9	-6.15	0.909251	-1.81851	0.131641
8.07459	-6.07577	-2.4348	2.37928	0.46885	7.95018	-6.25957	7.95	-6.25	0.909247	-1.81849	0.00276949
8.17709	-6.18996	-2.53674	2.39545	0.460535	8.10134	-6.38026	8.05	-6.35	1.81576	-1.81577	0.00949603
8.24825	-6.32924	-2.54897	2.38211	0.425798	8.15891	-6.45832	8.15	-6.45	1.81577	-1.81577	0.00138841
8.36905	-6.45599	-2.74512	2.39809	0.419806	8.3424	-6.65648	8.25	-6.6	1.8218	-2.73269	0.0361405
8.44159	-6.60793	-2.75507	2.37678	0.379939	8.33273	-6.74641	8.35	-6.75	1.8218	-2.73269	0.00178479
8.53059	-6.71476	-2.63806	2.38578	0.36865	8.46635	-6.96022	8.4	-6.9	0.907987	-2.72401	0.0151606
8.58568	-6.87621	-2.64715	2.35074	0.318875	8.44383	-7.03914	8.45	-7.05	0.907988	-2.72398	0.0027385
8.67511	-6.99147	-2.62218	2.35533	0.307053	8.53661	-7.23635	8.5	-7.2	0.910054	-2.73014	0.00104678
8.71749	-7.16895	-2.63903	2.30645	0.247987	8.55761	-7.36836	8.55	-7.35	0.910046	-2.73012	0.00386831
8.80607	-7.28387	-2.69927	2.31034	0.240662	8.70486	-7.48959	8.65	-7.45	1.99827	-1.99828	0.00336943
8.85968	-7.43011	-2.71212	2.28169	0.204067	8.7565	-7.55536	8.75	-7.55	1.99828	-1.99828	0.00153206
8.94221	-7.54696	-2.67305	2.28314	0.194977	8.74707	-7.66927	8.8	-7.7	0.909061	-2.72717	0.00207897
8.98881	-7.71362	-2.68695	2.24346	0.14958	8.85031	-7.85391	8.85	-7.85	0.909053	-2.72715	0.00230023
9.06456	-7.83148	-2.63	2.24158	0.139979	8.88546	-7.96913	8.9	-8	0.908945	-2.72688	0.0036087
9.09961	-8.00725	-2.65193	2.19336	0.089672	8.95085	-8.16397	8.95	-8.15	0.908953	-2.72687	0.00280342
9.17375	-8.12867	-2.62326	2.19081	0.0826334	9.03618	-8.239	9.05	-8.25	1.82026	-1.82027	0.00103089
9.22921	-8.2757	-2.63494	2.16778	0.057873	9.15149	-8.34807	9.15	-8.35	1.82025	-1.82026	0.000679737
9.31341	-8.40435	-2.79802	2.17012	0.0590453	9.14011	-8.44049	9.2	-8.5	0.999884	-2.99963	0.0264991
9.35047	-8.55911	-2.81211	2.13474	0.0245547	9.22902	-8.65053	9.25	-8.65	0.999874	-2.9996	0.00135846
9.41746	-8.68079	-2.81312	2.13067	0.0198218	9.23666	-8.722	9.3	-8.8	0.999284	-2.99783	0.00110271
9.45622	-8.84221	-2.84061	2.09547	-0.012864	9.36398	-8.95164	9.35	-8.95	0.999284	-2.99784	0.00123184
9.49834	-8.95332	-2.53822	2.07846	-0.031837	9.47823	-9.13791	9.4	-9.05	0.909209	-1.81844	0.0940705
9.53323	-9.10201	-2.55012	2.04882	-0.0569868	9.43696	-9.1575	9.45	-9.15	0.90921	-1.81843	0.000726285
9.59407	-9.2324	-2.58161	2.04244	-0.0594648	9.44585	-9.27158	9.5	-9.3	0.908483	-2.72543	0.00147761
9.6268	-9.38772	-2.60031	2.01115	-0.0846134	9.53884	-9.45193	9.55	-9.45	0.908475	-2.72542	0.000716938
9.69228	-9.5303	-2.66248	2.00567	-0.0845945	9.6872	-9.68187	9.6	-9.6	0.909756	-2.72927	0.00419032
9.72994	-9.69017	-2.68759	1.97815	-0.105106	9.67284	-9.75791	9.65	-9.75	0.909739	-2.72923	0.000490401
9.79971	-9.84047	-2.84184	1.97684	-0.0993058	9.86489	-10.0711	9.7	-9.9	0.998626	-2.99586	0.0254531
9.82693	-9.99523	-2.86097	1.94761	-0.121103	9.74713	-10.0467	9.75	-10.05	0.998616	-2.99584	0.000545877
9.84957	-10.1115	-2.57625	1.92222	-0.143527	9.75497	-10.1932	9.75	-10.2	0	-2.72857	0.0823214
9.85628	-10.2818	-2.6122	1.87875	-0.175483	9.74697	-10.3629	9.75	-10.35	0	-2.72854	0.00116337
9.90182	-10.4292	-2.69382	1.87036	-0.17264	9.77249	-10.4428	9.8	-10.5	0.909773	-2.7293	0.00687514
9.92106	-10.5937	-2.72005	1.84032	-0.191063	9.86261	-10.6462	9.85	-10.65	0.909773	-2.7293	0.000396992
9.93682	-10.7174	-2.52733	1.81456	-0.209347	9.86786	-10.8223	9.85	-10.8	0	-2.72846	0.0387737
9.93515	-10.8812	-2.56176	1.77493	-0.234458	9.8455	-10.9408	9.85	-10.95	0	-2.72844	0.000738826
9.9547	-11.0176	-2.52922	1.75619	-0.240578	9.84594	-11.0973	9.85	-11.1	0	-2.72748	0.00139923
9.93993	-11.1858	-2.57036	1.71152	-0.26854	9.83549	-11.2481	9.85	-11.25	0	-2.72745	0.000937269
9.96039	-11.327	-2.64077	1.69974	-0.265399	9.8926	-11.4631	9.85	-11.4	0	-2.9967	0.00446847
9.94511	-11.4904	-2.69053	1.66022	-0.288812	9.87136	-11.5692	9.85	-11.55	0	-2.99671	0.000745952
9.9348	-11.6165	-2.48959	1.62381	-0.314082	9.89882	-11.7746	9.8	-11.7	-0.909227	-2.72768	0.0464333
9.88836	-11.7914	-2.55275	1.56694	-0.349291	9.74749	-11.8623	9.75	-11.85	-0.909218	-2.72765	0.00156436
9.86634	-11.9132	-2.39629	1.52862	-0.372275	9.75738	-12.0161	9.7	-12	-0.908714	-2.72613	0.0287321
9.80363	-12.0837	-2.46939	1.46735	-0.408388	9.65408	-12.1513	9.65	-12.15	-0.908706	-2.7261	0.00170149
9.75638	-12.1826	-2.2111	1.41099	-0.449618	9.60373	-12.2428	9.6	-12.25	-0.909639	-1.81931	0.0796518
9.68695	-12.3238	-2.26029	1.35315	-0.478636	9.54006	-12.3354	9.55	-12.35	-0.90964	-1.8193	0.00120055
9.61647	-12.3875	-1.89578	1.27454	-0.541972	9.38815	-12.3607	9.45	-12.45	-1.81824	-1.81825	0.165987
9.52586	-12.5156	-1.97234	1.20526	-0.576236	9.35049	-12.5377	9.35	-12.55	-1.81823	-1.81823	0.00176687
9.4541	-12.5796	-1.69268	1.12227	-0.638644	9.33568	-12.8372	9.2	-12.65	-2.72578	-1.81718	0.126328
9.3201	-12.7116	-1.84035	1.02722	-0.690078	9.04708	-12.7528	9.05	-12.75	-2.72576	-1.81717	0.00438447
9.2466	-12.7849	-1.77257	0.963305	-0.71931	8.97697	-12.8161	8.95	-12.85	-1.8192	-1.81921	0.0158735
9.10184	-12.9095	-1.93591	0.871136	-0.763947	8.84904	-12.9423	8.85	-12.95	-1.81921	-1.81921	0.00381333
9.00452	-12.9767	-1.89377	0.793779	-0.803092	8.64934	-12.9537	8.7	-13.05	-2.72781	-1.81854	0.0218998
8.82579	-13.1047	-2.11951	0.696152	-0.847624	8.5479	-13.1496	8.55	-13.15	-2.7278	-1.81853	0.00499099
8.63393	-13.1466	-2.09414	0.502061	-1.02051	8.43462	-13.263	8.4	-13.15	-2.72644	0	0.319527
8.46379	-13.2115	-2.2204	0.411809	-1.04833	8.26001	-13.1483	8.25	-13.15	-2.72641	0	0.00226949
8.27295	-13.2439	-2.41225	0.267857	-1.15556	8.10139	-13.1447	8.1	-13.15	-3.00083	0	0.130758
8.11026	-13.2654	-2.48768	0.185987	-1.17463	7.95138	-13.1593	7.95	-13.15	-3.00084	0	0.0015231
7.99575	-13.288	-2.41032	0.139973	-1.15064	7.85182	-13.2702	7.8	-13.2	-2.72553	-0.908516	0.0107822
7.80656	-13.3105	-2.53702	0.0641745	-1.15809	7.64076	-13.2654	7.65	-13.25	-2.72554	-0.908516	0.00154398
7.59438	-13.298	-2.81254	-0.0508382	-1.22198	7.51359	-13.2891	7.5	-13.2	-2.72544	0.908483	0.0938521
7.42669	-13.2628	-2.8257	-0.134584	-1.23532	7.35762	-13.1417	7.35	-13.15	-2.72544	0.908483	0.000734996
7.30764	-13.248	-2.65751	-0.182855	-1.20789	7.19553	-13.2012	7.2	-13.15	-2.73035	0	0.0304936
7.1378	-13.2122	-2.71406	-0.252763	-1.20914	7.05296	-13.1563	7.05	-13.15	-2.73035	0	0.000467074
7.00655	-13.1789	-2.63481	-0.3111	-1.1975	6.87644	-13.2105	6.85	-13.15	-3.63616	0	0.00731717
6.81447	-13.1433	-2.75099	-0.363078	-1.18281	6.672	-13.1364	6.65	-13.15	-3.63617	0	0.00124211
6.74988	-13.1299	-2.2714	-0.397599	-1.13514	6.53838	-13.1322	6.55	-13.15	-1.81656	0	0.219373
6.58491	-13.1028	-2.36817	-0.434892	-1.11211	6.46904	-13.1587	6.45	-13.15	-1.81657	0	0.00111686
6.46143	-13.0451	-2.36859	-0.493906	-1.10913	6.22921	-13.0167	6.3	-13.1	-2.73109	0.910352	0.00177118
6.2931	-12.9996	-2.46423	-0.528624	-1.08543	6.15723	-13.0319	6.15	-13.05	-2.73109	0.91036	0.00126107
6.12446	-12.8963	-2.79479	-0.596553	-1.10175	5.95573	-12.8757	6	-12.95	-2.72331	1.81553	0.0916409
5.95852	-12.8202	-2.85841	-0.636041	-1.08284	5.85711	-12.8423	5.85	-12.85	-2.72331	1.81554	0.000692711
5.86007	-12.7575	-2.62116	-0.68153	-1.06379	5.73901	-12.8863	5.7	-12.8	-2.72842	0.909475	0.0558659
5.69212	-12.6908	-2.69643	-0.703543	-1.03199	5.5559	-12.7556	5.55	-12.75	-2.72839	0.909466	0.00149281
5.56406	-12.5872	-2.79444	-0.756678	-1.03116	5.41889	-12.699	5.4	-12.65	-2.731	1.82067	0.00748751
5.39138	-12.5025	-2.87061	-0.775085	-0.997576	5.23681	-12.5467	5.25	-12.55	-2.731	1.82066	0.00168075
5.28534	-12.405	-2.78684	-0.823006	-0.989719	5.16911	-12.5003	5.15	-12.45	-1.81821	1.8182	0.007693
5.14353	-12.3089	-2.82542	-0.85053	-0.966273	5.04959	-12.3548	5.05	-12.35	-1.8182	1.8182	0.000717213
5.05678	-12.2157	-2.75565	-0.893443	-0.960655	4.99996	-12.3538	4.95	-12.25	-1.99957	1.99957	0.00606317
4.94343	-12.1178	-2.78187	-0.922632	-0.944032	4.86969	-12.1416	4.85	-12.15	-1.99954	1.99955	0.000377466
4.88396	-12.0345	-2.53852	-0.967754	-0.938983	4.83937	-12.0439	4.8	-12.05	-0.999954	1.99993	0.0562385
4.80342	-11.9314	-2.54829	-1.00804	-0.933013	4.77326	-11.9345	4.75	-11.95	-0.999959	1.99992	5.37312e-05
4.69697	-11.7769	-2.9209	-1.04972	-0.930938	4.5839	-11.6711	4.65	-11.8	-2.0002	3.00031	0.129679
4.60589	-11.6497	-2.94224	-1.08472	-0.920266	4.54148	-11.6336	4.55	-11.65	-2.0002	3.0003	0.000226324
4.57199	-11.562	-2.57093	-1.13492	-0.922024	4.53697	-11.5591	4.55	-11.55	0	1.99749	0.131866
4.5281	-11.445	-2.5632	-1.18513	-0.925828	4.55238	-11.4548	4.55	-11.45	0	1.99746	3.28015e-05
4.43351	-11.2517	-3.06614	-1.22279	-0.913269	4.47604	-11.2089	4.5	-11.25	-0.90916	3.63662	0.241417
4.40133	-11.0821	-3.06555	-1.28847	-0.927207	4.45629	-11.0538	4.45	-11.05	-0.909152	3.63659	0.000226129
4.41749	-10.9845	-2.49351	-1.36958	-0.958758	4.39651	-10.8822	4.45	-10.95	0	1.81807	0.321661
4.40981	-10.8501	-2.4844	-1.43191	-0.96771	4.45899	-10.8664	4.45	-10.85	0	1.81808	0.000133614
4.39536	-10.7124	-2.52077	-1.48462	-0.966885	4.493	-10.7885	4.45	-10.7	0	2.72865	0.0025831
4.40148	-10.5683	-2.52669	-1.548	-0.976087	4.44058	-10.5544	4.45	-10.55	0	2.72864	0.000100379
4.40217	-10.4242	-2.55635	-1.60156	-0.97534	4.44399	-10.3941	4.45	-10.4	0	2.72392	0.000785083
